;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;mun;NO_MUNICIPIO_PROVA;IDIOMA;STATUS DA REDAÇÃO;RENDA;INTERNET;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS;PRESENCA
3631;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2606002;Garanhuns;Inglês;Sem problemas;1.5;Sim;513.4;381.3;412.8;444.1;80.0;120.0;120.0;120.0;80.0;520.0;454.32000000000005;4
3632;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2601201;Arcoverde;Inglês;Sem problemas;8.0;Sim;405.6;604.5;582.1;553.6;160.0;200.0;180.0;200.0;200.0;940.0;617.1600000000001;4
3633;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2608800;Lajedo;Inglês;Sem problemas;0.5;Sim;558.6;587.6;652.7;588.3;120.0;200.0;120.0;120.0;120.0;680.0;613.44;4
3634;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2600054;Abreu e Lima;Espanhol;Sem problemas;0.5;Sim;578.4;394.0;520.8;567.2;100.0;200.0;160.0;160.0;140.0;760.0;564.08;4
3635;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2606002;Garanhuns;Espanhol;Sem problemas;0.5;Não;445.6;426.9;413.5;484.7;80.0;120.0;80.0;120.0;140.0;540.0;462.14;4
3636;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2601102;Araripina;Inglês;Sem problemas;0.5;Sim;567.8;512.7;530.4;518.6;120.0;120.0;120.0;120.0;60.0;540.0;533.9;4
3637;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;2.5;Sim;553.7;646.0;574.5;582.0;180.0;200.0;160.0;180.0;180.0;900.0;651.24;4
3638;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;1.5;Sim;395.2;430.7;419.4;415.1;80.0;120.0;100.0;120.0;120.0;540.0;440.08000000000004;4
3639;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;1.5;Sim;577.6;626.6;623.6;593.3;160.0;200.0;160.0;200.0;200.0;920.0;668.22;4
3640;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;0.0;Sim;363.8;464.4;497.7;443.1;120.0;120.0;120.0;120.0;180.0;660.0;485.8;4
3641;20 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2614501;Surubim;Espanhol;Sem problemas;0.5;Sim;543.2;432.6;568.1;535.6;100.0;140.0;100.0;100.0;120.0;560.0;527.9;4
3642;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2605103;Custódia;Inglês;Sem problemas;3.0;Sim;478.9;497.0;472.1;456.9;160.0;120.0;140.0;140.0;120.0;680.0;516.98;4
3643;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;3.0;Sim;536.4;508.2;568.5;558.2;120.0;120.0;100.0;120.0;100.0;560.0;546.26;4
3644;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2616407;Vitória de Santo Antão;Inglês;Sem problemas;3.0;Sim;513.6;412.9;549.3;496.6;160.0;200.0;180.0;200.0;180.0;920.0;578.48;4
3645;Entre 26 e 30 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2600054;Abreu e Lima;Inglês;Sem problemas;0.5;Sim;519.7;408.5;427.3;501.3;120.0;120.0;120.0;120.0;140.0;620.0;495.36;4
3646;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611101;Petrolina;Inglês;Sem problemas;0.5;Sim;361.3;553.7;362.9;405.4;120.0;40.0;40.0;120.0;0.0;320.0;400.65999999999997;4
3647;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2609600;Olinda;Inglês;Sem problemas;3.0;Sim;571.5;402.5;542.9;529.1;160.0;200.0;120.0;180.0;200.0;860.0;581.2;4
3648;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609709;Orobó;Espanhol;Sem problemas;0.5;Sim;442.17562694704935;532.2958560379494;388.1;531.9;100.0;160.0;120.0;100.0;140.0;620.0;308.0;2
3649;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2611606;Recife;Inglês;Sem problemas;5.0;Sim;615.6;651.5;541.2;615.9;140.0;200.0;140.0;160.0;180.0;820.0;648.84;4
3650;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2606408;Gravatá;Espanhol;Sem problemas;0.0;Sim;502.8;421.1;455.6;380.8;80.0;120.0;80.0;100.0;20.0;400.0;432.06000000000006;4
3651;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2602605;Brejo da Madre de Deus;Espanhol;Sem problemas;1.5;Sim;450.2;591.4;492.9;497.2;120.0;100.0;80.0;120.0;100.0;520.0;510.34;4
3652;18 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2610905;Pesqueira;Inglês;Sem problemas;0.5;Sim;379.6;434.0;402.9;424.8;140.0;140.0;120.0;140.0;160.0;700.0;468.26000000000005;4
3653;Entre 46 e 50 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609402;Moreno;Espanhol;Sem problemas;0.5;Sim;409.2;436.1;442.0;432.1;80.0;120.0;80.0;80.0;0.0;360.0;415.88;4
3654;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Em Branco;5.0;Sim;469.1199784753949;495.0075300282086;505.1;569.9;0.0;0.0;0.0;0.0;0.0;0.0;215.0;2
3655;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2613602;São José do Egito;Inglês;Sem problemas;3.0;Sim;488.2;523.4;586.8;589.6;140.0;120.0;120.0;120.0;120.0;620.0;561.6;4
3656;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2600302;Agrestina;Inglês;Sem problemas;0.5;Sim;430.3;407.1;624.2;575.6;140.0;120.0;120.0;100.0;100.0;580.0;523.4399999999999;4
3657;23 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;3.0;Sim;616.0;672.6;607.2;548.3;180.0;200.0;200.0;200.0;180.0;960.0;680.8199999999999;4
3658;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603504;Camocim de São Félix;Espanhol;Sem problemas;0.0;Sim;482.0;446.9;412.0;438.4;80.0;120.0;80.0;120.0;100.0;500.0;455.86;4
3659;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2602308;Bonito;Espanhol;Sem problemas;0.0;Não;373.7;387.5;375.9;387.9;140.0;120.0;80.0;120.0;40.0;500.0;405.0;4
3660;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;559.0;420.0;565.1;527.0;80.0;120.0;120.0;120.0;120.0;560.0;526.22;4
3661;25 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;1.5;Sim;578.0;725.1;649.6;597.1;160.0;140.0;120.0;120.0;120.0;660.0;641.96;4
3662;Entre 56 e 60 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;1.0;Sim;456.6;416.8;565.6;526.8;100.0;120.0;100.0;100.0;0.0;420.0;477.16;4
3663;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2613602;São José do Egito;Inglês;Sem problemas;0.5;Sim;569.2;667.9;690.2;629.4;140.0;180.0;120.0;120.0;100.0;660.0;643.34;4
3664;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604007;Carpina;Inglês;Fuga ao tema;2.0;Sim;429.8;458.0;466.2;481.2;0.0;0.0;0.0;0.0;0.0;0.0;367.04;4
3665;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;510.4;486.1;543.8;514.1;100.0;200.0;160.0;160.0;200.0;820.0;574.88;4
3666;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606200;Goiana;Inglês;Sem problemas;2.5;Sim;455.4;431.8;461.2;537.0;120.0;180.0;120.0;180.0;140.0;740.0;525.08;4
3667;18 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Inglês;Sem problemas;1.0;Sim;653.4;842.8;628.0;649.5;160.0;200.0;160.0;200.0;200.0;920.0;738.74;4
3668;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2612208;Salgueiro;Inglês;Sem problemas;0.0;Sim;410.9;399.0;378.1;437.1;120.0;120.0;100.0;120.0;100.0;560.0;437.02;4
3669;24 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.0;Sim;436.0;410.1;528.9;461.8;140.0;200.0;140.0;120.0;120.0;720.0;511.36;4
3670;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Espanhol;Sem problemas;4.0;Sim;485.5;614.6;597.1;513.9;120.0;120.0;120.0;140.0;160.0;660.0;574.22;4
3671;18 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2600054;Abreu e Lima;Inglês;Sem problemas;1.0;Sim;357.0;408.3;350.5;425.4;120.0;120.0;120.0;120.0;80.0;560.0;420.23999999999995;4
3672;25 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.5;Sim;530.9;653.0;545.4;524.7;140.0;160.0;140.0;180.0;120.0;740.0;598.8;4
3673;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2614501;Surubim;Espanhol;Sem problemas;1.5;Sim;587.8;644.1;591.6;558.9;140.0;180.0;120.0;180.0;200.0;820.0;640.48;4
3674;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;506.9;532.5;640.1;583.5;140.0;180.0;120.0;140.0;180.0;760.0;604.6;4
3675;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;0.5;Sim;455.1;404.5;380.0;393.0;120.0;120.0;140.0;160.0;100.0;640.0;454.52;4
3676;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2613602;São José do Egito;Inglês;Sem problemas;0.5;Sim;516.0;430.8;507.2;487.0;120.0;120.0;100.0;140.0;140.0;620.0;512.2;4
3677;Entre 46 e 50 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;8.0;Sim;569.6;671.7;655.7;544.9;100.0;120.0;100.0;80.0;120.0;520.0;592.3800000000001;4
3678;Entre 36 e 40 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;6.0;Sim;458.7;410.1;544.1;423.2;100.0;40.0;40.0;100.0;20.0;300.0;427.21999999999997;4
3679;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;394.2;416.2;447.1;409.9;120.0;120.0;120.0;120.0;80.0;560.0;445.48;4
3680;17 anos;F;Amarela;Estou cursando e concluirei o EM em 2021;Público;Urbana;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;0.5;Sim;466.3;532.1;521.7;440.5;120.0;180.0;140.0;140.0;180.0;760.0;544.12;4
3681;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Inglês;Sem problemas;0.5;Sim;437.5;486.8;495.9;487.6;120.0;120.0;100.0;140.0;40.0;520.0;485.56000000000006;4
3682;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609907;Ouricuri;Espanhol;Sem problemas;0.0;Sim;421.5;437.1;449.6;449.4;120.0;180.0;180.0;180.0;200.0;860.0;523.52;4
3683;23 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2610004;Palmares;Espanhol;Sem problemas;0.0;Sim;504.3;617.4;522.1;540.4;160.0;200.0;180.0;200.0;200.0;940.0;624.84;4
3684;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;1.0;Sim;490.4;496.5;415.6;491.3;140.0;180.0;120.0;140.0;160.0;740.0;526.76;4
3685;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2607208;Ipojuca;Espanhol;Sem problemas;0.5;Sim;407.7105304076287;427.4245447180128;427.4;376.9;120.0;100.0;80.0;120.0;0.0;420.0;244.85999999999999;2
3686;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;3.0;Sim;575.2;668.4;700.7;566.2;180.0;200.0;160.0;200.0;180.0;920.0;686.1;4
3687;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Não;397.1;477.5;474.3;455.6;80.0;120.0;100.0;120.0;120.0;540.0;468.9;4
3688;18 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609303;Mirandiba;Espanhol;Sem problemas;1.0;Sim;473.9;420.2;451.5;434.7;100.0;120.0;100.0;100.0;100.0;520.0;460.06000000000006;4
3689;Menor de 17 anos;M;Preta;Não concluí e não estou cursando o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;461.5297050535193;395.6719926988548;414.1;466.7;100.0;120.0;100.0;120.0;120.0;560.0;288.15999999999997;2
3690;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;578.4;579.9;601.5;510.8;120.0;200.0;120.0;140.0;180.0;760.0;606.12;4
3691;17 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;0.5;Sim;435.9;573.2;485.0;503.6;120.0;140.0;120.0;100.0;140.0;620.0;523.54;4
3692;Entre 46 e 50 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;2.5;Sim;474.2;420.5;378.0;431.4;100.0;120.0;80.0;80.0;20.0;400.0;420.82;4
3693;Entre 31 e 35 anos;F;Indígena;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2610004;Palmares;Espanhol;Sem problemas;0.0;Não;406.5;397.7;390.0;397.5;80.0;40.0;40.0;100.0;20.0;280.0;374.34000000000003;4
3694;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2609600;Olinda;Inglês;Sem problemas;6.0;Sim;509.7;593.0;458.8;551.5;120.0;120.0;120.0;120.0;140.0;620.0;546.6;4
3695;Entre 26 e 30 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;1.5;Sim;498.6;605.1;627.1;587.7;120.0;140.0;120.0;100.0;120.0;600.0;583.7;4
3696;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2614501;Surubim;Espanhol;Sem problemas;0.0;Sim;352.1;404.4;402.4;337.5;100.0;120.0;100.0;120.0;20.0;460.0;391.28000000000003;4
3697;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2608909;Limoeiro;Inglês;Sem problemas;2.5;Sim;467.6;550.7;678.4;609.7;160.0;200.0;120.0;160.0;160.0;800.0;621.28;4
3698;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2608909;Limoeiro;Espanhol;Sem problemas;1.0;Sim;460.0;712.1;588.4;557.6;160.0;200.0;120.0;160.0;120.0;760.0;615.62;4
3699;17 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Espanhol;Cópia Texto Motivador;1.0;Sim;493.2;382.7;541.9;379.4;0.0;0.0;0.0;0.0;0.0;0.0;359.44;4
3700;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;2.0;Sim;594.2;566.3;627.8;622.0;160.0;200.0;160.0;160.0;200.0;880.0;658.0600000000001;4
3701;19 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;2.5;Sim;501.5;377.7;473.2;495.3;120.0;120.0;100.0;120.0;160.0;620.0;493.53999999999996;4
3702;23 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;378.7;513.3;441.1;500.1;40.0;120.0;80.0;60.0;0.0;300.0;426.64;4
3703;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610400;Parnamirim;Espanhol;Sem problemas;4.0;Sim;360.8;470.1;532.0;539.9;120.0;120.0;100.0;120.0;120.0;580.0;496.56000000000006;4
3704;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609006;Macaparana;Inglês;Sem problemas;1.0;Sim;543.7;463.2;622.0;560.1;100.0;160.0;120.0;120.0;160.0;660.0;569.8;4
3705;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2613909;Serra Talhada;Inglês;Sem problemas;0.0;Sim;480.6;521.2;523.8;489.7;100.0;100.0;80.0;120.0;100.0;500.0;503.06000000000006;4
3706;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603900;Carnaíba;Inglês;Em Branco;0.5;Sim;368.0;404.6;382.4;387.3;0.0;0.0;0.0;0.0;0.0;0.0;308.46000000000004;4
3707;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611101;Petrolina;Inglês;Sem problemas;21.0;Sim;694.3;805.2;675.0;653.5;160.0;140.0;140.0;140.0;200.0;780.0;721.6;4
3708;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2613107;São Caitano;Inglês;Sem problemas;1.5;Sim;540.5;672.8;539.0;493.6;100.0;120.0;120.0;120.0;100.0;560.0;561.1800000000001;4
3709;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2612505;Santa Cruz do Capibaribe;Espanhol;Sem problemas;0.5;Sim;470.0;479.5;476.1;516.7;120.0;120.0;100.0;100.0;120.0;560.0;500.46000000000004;4
3710;19 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2601201;Arcoverde;Espanhol;Sem problemas;2.0;Sim;482.5;428.1;391.1;492.5;80.0;100.0;80.0;120.0;120.0;500.0;458.84;4
3711;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2610608;Paudalho;Espanhol;Sem problemas;0.5;Sim;361.3;419.0;391.8;328.7;60.0;120.0;80.0;80.0;0.0;340.0;368.15999999999997;4
3712;23 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2602902;Cabo de Santo Agostinho;Inglês;Em Branco;0.0;Sim;586.5;620.3;626.9;546.0;0.0;0.0;0.0;0.0;0.0;0.0;475.93999999999994;4
3713;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Espanhol;Sem problemas;2.5;Sim;555.5;534.4;673.7;615.6;120.0;200.0;120.0;160.0;140.0;740.0;623.84;4
3714;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2601102;Araripina;Inglês;Sem problemas;0.5;Não;415.5;383.3;359.6;351.7;100.0;120.0;80.0;120.0;20.0;440.0;390.02;4
3715;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.0;Sim;613.8;620.3;643.5;639.7;160.0;200.0;160.0;180.0;180.0;880.0;679.46;4
3716;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;407.2;600.9;400.8;513.0;160.0;160.0;120.0;160.0;180.0;780.0;540.38;4
3717;17 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2608503;Lagoa de Itaenga;Espanhol;Não Consta;0.5;Não;454.7;413.7;542.9827104014267;493.23496512891927;114.5839881955074;132.255264609078;116.91271102755964;131.27513867336754;159.99999396498333;655.027096470496;173.68;2
3718;Entre 26 e 30 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;1.0;Sim;505.3;407.5;580.8;464.2;80.0;120.0;80.0;80.0;20.0;380.0;467.56000000000006;4
3719;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;0.0;Sim;534.5;726.9;606.1;522.3;120.0;200.0;120.0;120.0;200.0;760.0;629.96;4
3720;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2613602;São José do Egito;Espanhol;Sem problemas;0.5;Sim;449.3;396.4;455.6;458.5;120.0;120.0;120.0;80.0;120.0;560.0;463.96000000000004;4
3721;23 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2607208;Ipojuca;Espanhol;Sem problemas;0.0;Sim;360.3;436.7;415.5;435.0;120.0;120.0;120.0;120.0;40.0;520.0;433.5;4
3722;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2603454;Camaragibe;Espanhol;Sem problemas;0.5;Sim;419.2;464.9;509.7;471.9;100.0;120.0;100.0;120.0;100.0;540.0;481.14;4
3723;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;0.5;Sim;576.4;585.2;647.4;565.6;160.0;200.0;160.0;200.0;180.0;900.0;654.9200000000001;4
3724;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;0.0;Não;514.7;566.2;505.6;555.6;120.0;180.0;100.0;100.0;120.0;620.0;552.4200000000001;4
3725;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;2.0;Sim;582.3;649.4;606.1;571.5;160.0;160.0;160.0;140.0;180.0;800.0;641.86;4
3726;17 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;1.0;Sim;531.3;576.7;565.7;536.0;140.0;120.0;100.0;120.0;60.0;540.0;549.9399999999999;4
3727;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2615300;Timbaúba;Inglês;Sem problemas;0.5;Sim;390.0;380.7;402.6;404.0;80.0;120.0;80.0;100.0;0.0;380.0;391.46;4
3728;18 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611606;Recife;Inglês;Sem problemas;1.0;Sim;403.0;490.9;572.4;550.7;120.0;180.0;120.0;160.0;140.0;720.0;547.4;4
3729;19 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606606;Ibimirim;Espanhol;Sem problemas;0.5;Sim;436.4;441.4;433.8;338.4;100.0;80.0;100.0;80.0;0.0;360.0;402.0;4
3730;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;1.5;Sim;603.6;667.0;677.6;627.4;80.0;160.0;80.0;80.0;80.0;480.0;611.12;4
3731;19 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610004;Palmares;Inglês;Sem problemas;2.0;Sim;517.6;398.0;506.1;512.6;120.0;120.0;120.0;120.0;80.0;560.0;498.86;4
3732;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Inglês;Sem problemas;4.0;Sim;648.2;649.8;611.8;608.1;160.0;200.0;160.0;200.0;120.0;840.0;671.58;4
3733;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2613602;São José do Egito;Inglês;Fuga ao tema;0.0;Sim;358.2;430.5;467.6;326.7;0.0;0.0;0.0;0.0;0.0;0.0;316.6;4
3734;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2610707;Paulista;Espanhol;Sem problemas;1.0;Sim;455.6;408.1;408.0;349.7;140.0;120.0;120.0;120.0;80.0;580.0;440.28000000000003;4
3735;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2613909;Serra Talhada;Inglês;Sem problemas;9.0;Sim;704.5;783.6;705.0;593.9;140.0;200.0;160.0;200.0;180.0;880.0;733.4;4
3736;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611804;Ribeirão;Espanhol;Sem problemas;5.0;Sim;510.2;594.2;542.5;507.5;160.0;140.0;140.0;180.0;140.0;760.0;582.88;4
3737;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Inglês;Sem problemas;3.0;Sim;532.5;465.4;557.5;545.7;160.0;200.0;140.0;160.0;160.0;820.0;584.22;4
3738;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603009;Cabrobó;Espanhol;Sem problemas;0.5;Sim;529.9;641.0;527.7;523.9;120.0;160.0;100.0;120.0;0.0;500.0;544.5;4
3739;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611804;Ribeirão;Inglês;Sem problemas;1.5;Sim;489.2;482.7;346.4;479.5;140.0;120.0;100.0;160.0;120.0;640.0;487.56000000000006;4
3740;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2616407;Vitória de Santo Antão;Inglês;Sem problemas;0.5;Não;412.1;480.7;360.6;356.5;120.0;180.0;120.0;140.0;120.0;680.0;457.98;4
3741;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2601904;Bezerros;Espanhol;Sem problemas;0.5;Sim;385.9;561.6;444.6;318.5;100.0;120.0;80.0;120.0;100.0;520.0;446.12;4
3742;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606606;Ibimirim;Espanhol;Sem problemas;1.5;Sim;567.7;642.7;596.3;498.4;160.0;180.0;140.0;160.0;160.0;800.0;621.0200000000001;4
3743;Entre 36 e 40 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.0;Sim;521.9;615.1;607.6;575.7;140.0;200.0;120.0;120.0;80.0;660.0;596.0600000000001;4
3744;23 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2600104;Afogados da Ingazeira;Espanhol;Sem problemas;0.0;Sim;413.7;367.8;429.3;424.7;120.0;140.0;100.0;120.0;80.0;560.0;439.1;4
3745;Entre 31 e 35 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;1.0;Sim;423.0;408.2;440.1;452.7;80.0;120.0;120.0;140.0;140.0;600.0;464.8;4
3746;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Inglês;Sem problemas;0.0;Não;401.9;436.5;451.5;458.7;100.0;160.0;120.0;100.0;120.0;600.0;469.71999999999997;4
